merchant_id,product_id,user_id,transaction_id,amount,timestamp,location,payment_method,category,age,annual_income,city,customer_segment,preferred_categories,registration_date,product_name,product_category,price,rating,stock,catalog_merchant_id,merchant_name,merchant_category,region,commission_rate,hour,day_of_week,month,is_weekend,day_period,is_working_hours,transaction_ts,transaction_date,epoch_seconds,age_group,catalog_merchant_mismatch,transaction_rank,user_transaction_count,rolling_amount_7d,active_days_7d,is_active,seconds_since_previous,days_since_previous,historical_average_amount,excess_percent,suspicion_flags,is_suspicious
M00581,P04830,U00548,TX0041680,66.75,20240408100440,Villeurbanne,PAYPAL,Sports,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Essential Tennis Racket 4830,Sports,60.54,3.2,527,M00581,SportZone 581,Sports,Hauts-de-France,0.054,10,lundi,avril,0,Morning,1,2024-04-08T10:04:40.000Z,2024-04-08,1712570680,Age Moyen,0,1,14,66.75,1,0,,,,,0,0
M00359,P02894,U00548,TX0092438,130.13,20240604143344,Villeurbanne,CARD,Health,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Standard First Aid Kit 2894,Health,134.29,4.9,10,M00359,HealthHub 359,Health,Occitanie,0.0949,14,mardi,juin,0,Afternoon,1,2024-06-04T14:33:44.000Z,2024-06-04,1717511624,Age Moyen,0,2,14,130.13,1,0,4940944.0,57.18685185185185,66.75,94.951310861,0,0
M00240,P02493,U00548,TX0077645,89.0,20240709054618,Villeurbanne,CASH,Health,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Premium Vitamins 2493,Health,82.23,2.2,488,M00240,WellnessStore 240,Health,Nouvelle-Aquitaine,0.0235,5,mardi,juillet,0,Night,0,2024-07-09T05:46:18.000Z,2024-07-09,1720503978,Age Moyen,0,3,14,89.0,1,0,2992354.0,34.633726851851854,98.44,-9.589597725,1,0
M00187,P01387,U00548,TX0001852,25.54,20240713132322,Villeurbanne,PAYPAL,Health,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Standard Vitamins 1387,Health,12.48,1.2,826,M00187,HealthHub 187,Health,Nouvelle-Aquitaine,0.0663,13,samedi,juillet,1,Afternoon,1,2024-07-13T13:23:22.000Z,2024-07-13,1720877002,Age Moyen,0,4,14,114.54,2,0,373024.0,4.317407407407408,95.293333,-73.19854475,0,0
M00238,P01746,U00548,TX0084686,38.36,20241005082916,Villeurbanne,CARD,Books,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Elite Textbook 1746,Books,41.23,3.4,752,M00238,ReadMore 238,Books,Ile-de-France,0.0973,8,samedi,octobre,1,Morning,0,2024-10-05T08:29:16.000Z,2024-10-05,1728116956,Age Moyen,0,5,14,38.36,1,0,7239954.0,83.79576388888889,77.855,-50.728919145,0,0
M00094,P02642,U00548,TX0069725,233.01,20241007223554,Villeurbanne,CARD,Home & Garden,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Essential Plant Pot 2642,Home & Garden,223.02,2.4,708,M00094,HomeStyle 94,Home & Garden,Hauts-de-France,0.039,22,lundi,octobre,0,Night,0,2024-10-07T22:35:54.000Z,2024-10-07,1728340554,Age Moyen,0,6,14,271.37,2,0,223598.0,2.5879398148148147,69.956,233.080793642,1,0
M00251,P05592,U00548,TX0015130,22.13,20241009194148,Villeurbanne,CRYPTO,Automotive,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Standard Tyre Set 5592,Automotive,20.26,3.3,462,M00251,CarParts 251,Automotive,Auvergne-Rhône-Alpes,0.0682,19,mercredi,octobre,0,Evening,0,2024-10-09T19:41:48.000Z,2024-10-09,1728502908,Age Moyen,0,7,14,293.5,3,0,162354.0,1.8790972222222224,97.131667,-77.216493155,1,0
M00379,P00628,U00548,TX0065067,47.02,20241019193426,Villeurbanne,PAYPAL,Books,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Elite Biography 628,Books,45.09,4.7,1091,M00379,BookCorner 379,Books,Auvergne-Rhône-Alpes,0.0793,19,samedi,octobre,1,Evening,0,2024-10-19T19:34:26.000Z,2024-10-19,1729366466,Age Moyen,0,8,14,47.02,1,0,863558.0,9.994884259259258,86.417143,-45.589499528,0,0
M00319,P01988,U00548,TX0089211,36.97,20241022101034,Villeurbanne,BANK_TRANSFER,Books,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Standard Novel 1988,Books,40.69,3.6,846,M00319,ReadMore 319,Books,Auvergne-Rhône-Alpes,0.0382,10,mardi,octobre,0,Morning,1,2024-10-22T10:10:34.000Z,2024-10-22,1729591834,Age Moyen,0,9,14,83.99,2,0,225368.0,2.608425925925926,81.4925,-54.633862012,0,0
M00247,P00462,U00548,TX0133021,3314.47,20241028165213,Villeurbanne,CARD,Electronics,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Premium Tablet 462,Electronics,1633.14,4.5,444,M00247,GadgetShop 247,Electronics,Grand Est,0.0349,16,lundi,octobre,0,Afternoon,1,2024-10-28T16:52:13.000Z,2024-10-28,1730134333,Age Moyen,0,10,14,3351.44,2,0,542499.0,6.278923611111111,76.545556,4230.06195683,1,0
M00412,P04390,U00548,TX0058025,138.66,20241121183729,Villeurbanne,CARD,Health,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Elite Vitamins 4390,Health,133.29,3.2,847,M00412,HealthShop 412,Health,Auvergne-Rhône-Alpes,0.0125,18,jeudi,novembre,0,Evening,0,2024-11-21T18:37:29.000Z,2024-11-21,1732214249,Age Moyen,0,11,14,138.66,1,0,2079916.0,24.07310185185185,400.338,-65.364267194,0,0
M00106,P01697,U00548,TX0059526,176.83,20241124112159,Villeurbanne,CARD,Health,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Standard First Aid Kit 1697,Health,176.82,4.8,28,M00106,VitalShop 106,Health,Ile-de-France,0.0782,11,dimanche,novembre,1,Morning,1,2024-11-24T11:21:59.000Z,2024-11-24,1732447319,Age Moyen,0,12,14,315.49,2,0,233070.0,2.6975694444444445,376.549091,-53.03932363,0,0
M00113,P05783,U00548,TX0125620,11.05,20241125214218,Villeurbanne,CARD,Health,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Essential Scale 5783,Health,5.08,3.4,1159,M00113,HealthHub 113,Health,Nouvelle-Aquitaine,0.0646,21,lundi,novembre,0,Evening,0,2024-11-25T21:42:18.000Z,2024-11-25,1732570938,Age Moyen,0,13,14,326.54,3,0,123619.0,1.430775462962963,359.905833,-96.929752456,0,0
M00076,P01778,U00548,TX0011291,168.92,20241130160640,Villeurbanne,CRYPTO,Health,57,61901.8,Villeurbanne,Standard,"[""Health"",""Books""]",20240226,Standard Massage Gun 1778,Health,152.16,3.8,81,M00076,HealthShop 76,Health,Pays de la Loire,0.0852,16,samedi,novembre,1,Afternoon,1,2024-11-30T16:06:40.000Z,2024-11-30,1732982800,Age Moyen,0,14,14,356.8,3,0,411862.0,4.766921296296296,333.070769,-49.284051402,1,0
M00097,P02382,U00552,TX0056142,28.73,20250415111552,Paris,CARD,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Elite Toy Car 2382,Toys,27.37,1.5,602,M00097,ToyLand 97,Toys,Occitanie,0.061,11,mardi,avril,0,Morning,1,2025-04-15T11:15:52.000Z,2025-04-15,1744715752,Adulte,0,1,26,28.73,1,0,,,,,0,0
M00060,P03059,U00552,TX0035128,364.48,20250419205350,Paris,BANK_TRANSFER,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Elite Action Figure 3059,Toys,124.84,3.6,662,M00060,KidsWorld 60,Toys,,0.0361,20,samedi,avril,1,Evening,0,2025-04-19T20:53:50.000Z,2025-04-19,1745096030,Adulte,0,2,26,393.21,2,0,380278.0,4.401365740740741,28.73,1168.639053254,1,0
M00211,P01858,U00552,TX0122296,45.02,20250425204702,Angers,CARD,Food,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Classic Chocolate Box 1858,Food,42.6,4.4,440,M00211,FoodMart 211,Food,Nouvelle-Aquitaine,0.0234,20,vendredi,avril,0,Evening,0,2025-04-25T20:47:02.000Z,2025-04-25,1745614022,Adulte,0,3,26,409.5,2,0,517992.0,5.995277777777778,196.605,-77.101294474,0,0
M00238,P00566,U00552,TX0019127,6.71,20250427113459,Paris,CARD,Books,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Pro Novel 566,Books,6.76,2.2,654,M00238,ReadMore 238,Books,Ile-de-France,0.0973,11,dimanche,avril,1,Morning,1,2025-04-27T11:34:59.000Z,2025-04-27,1745753699,Adulte,0,4,26,51.73,2,0,139677.0,1.6166319444444444,146.076667,-95.4065217,0,0
M00073,P02881,U00552,TX0012881,90.3,20250430174933,Paris,CARD,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Essential Board Game 2881,Toys,95.22,2.7,1064,M00073,ToyHub 73,Toys,Hauts-de-France,0.0348,17,mercredi,avril,0,Afternoon,1,2025-04-30T17:49:33.000Z,2025-04-30,1746035373,Adulte,0,5,26,142.03,3,0,281674.0,3.2601157407407406,111.235,-18.820515126,0,0
M00087,P00395,U00552,TX0048290,1004.33,20250508155137,,CARD,Electronics,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Premium Tablet 395,Electronics,1100.22,3.5,141,M00087,GadgetShop 87,Electronics,Nouvelle-Aquitaine,0.0295,15,jeudi,mai,0,Afternoon,1,2025-05-08T15:51:37.000Z,2025-05-08,1746719497,Adulte,0,6,26,1004.33,1,0,684124.0,7.918101851851852,107.048,838.205291084,1,0
M00543,P02876,U00552,TX0012648,49.58,20250510104255,Paris,CARD,Books,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Standard Atlas 2876,Books,48.34,3.1,802,M00543,LibraryShop 543,Books,Normandie,0.0834,10,samedi,mai,1,Morning,1,2025-05-10T10:42:55.000Z,2025-05-10,1746873775,Adulte,0,7,26,1053.91,2,0,154278.0,1.785625,256.595,-80.677721702,0,0
M00592,P04726,U00552,TX0070065,1049.2,20250515195740,Paris,CARD,Electronics,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Pro Camera 4726,Electronics,1082.18,3.4,1112,M00592,ElectroWorld 592,Electronics,Bretagne,0.0139,19,jeudi,mai,0,Evening,0,2025-05-15T19:57:40.000Z,2025-05-15,1747339060,Adulte,0,8,26,1098.78,2,0,465285.0,5.385243055555556,227.021429,362.159014954,1,0
M00156,P05705,U00552,TX0022873,137.69,20250519061150,Lille,CARD,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Essential Toy Car 5705,Toys,138.54,4.6,111,M00156,KidsWorld 156,Toys,Auvergne-Rhône-Alpes,0.0266,6,lundi,mai,0,Morning,0,2025-05-19T06:11:50.000Z,2025-05-19,1747635110,Adulte,0,9,26,1186.89,2,0,296050.0,3.4265046296296298,329.79375,-58.249663616,0,0
M00065,P02100,U00552,TX0046255,136.04,20250523054920,Paris,CRYPTO,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Pro Building Blocks 2100,Toys,145.84,3.6,293,M00065,PlayShop 65,Toys,Auvergne-Rhône-Alpes,0.0479,5,vendredi,mai,0,Night,0,2025-05-23T05:49:20.000Z,2025-05-23,1747979360,Adulte,0,10,26,273.73,2,0,344250.0,3.984375,308.448889,-55.895448208,2,1
M00332,P02228,U00552,TX0002435,75.57,20250526124202,Paris,CARD,Food,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Standard Coffee Pack 2228,Food,79.46,5.0,813,M00332,FreshMarket 332,Food,,0.0429,12,lundi,mai,0,Afternoon,1,2025-05-26T12:42:02.000Z,2025-05-26,1748263322,Adulte,0,11,26,211.61,2,0,283962.0,3.2865972222222224,291.208,-74.049476663,0,0
M00529,P01058,U00552,TX0128567,296.89,20250529124459,Paris,CARD,Electronics,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Classic Headphones 1058,Electronics,305.25,2.7,36,M00529,GadgetShop 529,Electronics,Ile-de-France,0.0812,12,jeudi,mai,0,Afternoon,1,2025-05-29T12:44:59.000Z,2025-05-29,1748522699,Adulte,0,12,26,508.5,3,0,259377.0,3.0020486111111118,271.604545,9.309658275,0,0
M00432,P02044,U00552,TX0027711,235.65,20250619110811,Paris,CARD,Automotive,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Premium Car Battery 2044,Automotive,215.77,3.2,133,M00432,MotorHub 432,Automotive,Occitanie,0.054,11,jeudi,juin,0,Morning,1,2025-06-19T11:08:11.000Z,2025-06-19,1750331291,Adulte,0,13,26,235.65,1,0,1808592.0,20.932777777777776,273.711667,-13.905752509,0,0
M00224,P01731,U00552,TX0100542,644.27,20250619232137,Paris,CARD,Automotive,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Essential Car Parts 1731,Automotive,681.9,2.6,1019,M00224,MotorHub 224,Automotive,Ile-de-France,0.0646,23,jeudi,juin,0,Night,0,2025-06-19T23:21:37.000Z,2025-06-19,1750375297,Adulte,0,14,26,879.92,1,0,44006.0,0.5093287037037038,270.783846,137.927782442,1,0
M00196,P03145,U00552,TX0002344,1152.79,20250625101711,Paris,PAYPAL,Automotive,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Elite Tyre Set 3145,Automotive,1066.28,3.5,228,M00196,MotorHub 196,Automotive,Auvergne-Rhône-Alpes,0.0558,10,mercredi,juin,0,Morning,1,2025-06-25T10:17:11.000Z,2025-06-25,1750846631,Adulte,0,15,26,2032.71,2,0,471334.0,5.455254629629629,297.461429,287.542682046,0,0
M00142,P02938,U00552,TX0092499,57.54,20250718010941,Paris,CARD,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Premium Doll 2938,Toys,54.51,3.4,723,M00142,KidsWorld 142,Toys,Bretagne,0.0683,1,vendredi,juillet,0,Night,0,2025-07-18T01:09:41.000Z,2025-07-18,1752800981,Adulte,0,16,26,57.54,1,0,1954350.0,22.619791666666668,354.483333,-83.767925134,1,0
M00142,P02938,U00552,TX0013609,594.29,20250718041602,Nantes,CRYPTO,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Premium Doll 2938,Toys,54.51,3.4,723,M00142,KidsWorld 142,Toys,Bretagne,0.0683,4,vendredi,juillet,0,Night,0,2025-07-18T04:16:02.000Z,2025-07-18,1752812162,Adulte,0,17,26,651.83,1,0,11181.0,0.1294097222222222,335.924375,76.911842137,2,1
M00168,P04157,U00552,TX0067733,2155.77,20250722115943,Villeurbanne,CARD,Electronics,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Pro Tablet 4157,Electronics,2040.41,5.0,234,M00168,TechStore 168,Electronics,Ile-de-France,0.0182,11,mardi,juillet,0,Morning,1,2025-07-22T11:59:43.000Z,2025-07-22,1753185583,Adulte,0,18,26,2807.6,2,0,373421.0,4.322002314814815,351.122353,513.965468613,1,0
M00284,P00409,U00552,TX0027313,681.3,20250814072816,Paris,CARD,Electronics,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Classic Headphones 409,Electronics,697.41,1.4,752,M00284,GadgetShop 284,Electronics,Hauts-de-France,0.0346,7,jeudi,août,0,Morning,0,2025-08-14T07:28:16.000Z,2025-08-14,1755156496,Adulte,0,19,26,681.3,1,0,1970913.0,22.811493055555555,451.380556,50.936940226,0,0
M00199,P00203,U00552,TX0056203,1126.66,20250820121251,Paris,BANK_TRANSFER,Electronics,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Standard Tablet 203,Electronics,1063.09,4.4,1149,M00199,GadgetShop 199,Electronics,Pays de la Loire,0.0562,12,mercredi,août,0,Afternoon,1,2025-08-20T12:12:51.000Z,2025-08-20,1755691971,Adulte,0,20,26,1807.96,2,0,535475.0,6.197627314814815,463.481579,143.086252194,0,0
M00196,P01808,U00552,TX0008599,2565.14,20250824193928,Paris,CARD,Automotive,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Pro Dash Cam 1808,Automotive,1170.91,3.4,1114,M00196,MotorHub 196,Automotive,Auvergne-Rhône-Alpes,0.0558,19,dimanche,août,1,Evening,0,2025-08-24T19:39:28.000Z,2025-08-24,1756064368,Adulte,0,21,26,3691.8,2,0,372397.0,4.310150462962963,496.6405,416.49835243,1,0
M00268,P00174,U00552,TX0095464,81.62,20250911223944,Paris,BANK_TRANSFER,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Pro Doll 174,Toys,89.15,2.5,117,M00268,KidsWorld 268,Toys,Bretagne,0.0338,22,jeudi,septembre,0,Night,0,2025-09-11T22:39:44.000Z,2025-09-11,1757630384,Adulte,0,22,26,81.62,1,0,1566016.0,18.125185185185185,595.140476,-86.285590833,1,0
M00538,P05938,U00552,TX0076654,42.73,20250914120344,Nice,CARD,Books,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Elite Cookbook 5938,Books,42.19,3.8,791,M00538,ReadMore 538,Books,Pays de la Loire,0.0344,12,dimanche,septembre,1,Afternoon,1,2025-09-14T12:03:44.000Z,2025-09-14,1757851424,Adulte,0,23,26,124.35,2,0,221040.0,2.558333333333333,571.798636,-92.527089554,0,0
M00349,P05589,U00552,TX0037365,120.02,20251110162926,Nantes,PAYPAL,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Classic Puzzle 5589,Toys,132.08,3.2,205,M00349,PlayShop 349,Toys,Auvergne-Rhône-Alpes,0.0996,16,lundi,novembre,0,Afternoon,1,2025-11-10T16:29:26.000Z,2025-11-10,1762792166,Adulte,0,24,26,120.02,1,0,4940742.0,57.18451388888889,548.795652,-78.130293204,0,0
M00041,P01423,U00552,TX0134642,267.78,20251111121116,Paris,CARD,Automotive,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Classic Tyre Set 1423,Automotive,250.08,2.5,73,M00041,AutoCenter 41,Automotive,Nouvelle-Aquitaine,0.0171,12,mardi,novembre,0,Afternoon,1,2025-11-11T12:11:16.000Z,2025-11-11,1762863076,Adulte,0,25,26,387.8,2,0,70910.0,0.8207175925925926,530.93,-49.563972652,0,0
M00516,P00407,U00552,TX0116733,73.96,20251118124521,Paris,CARD,Toys,30,39678.79,Paris,Standard,"[""Electronics"",""Automotive"",""Toys""]",20230807,Essential Action Figure 407,Toys,69.63,3.4,789,M00516,ToyLand 516,Toys,Hauts-de-France,0.0287,12,mardi,novembre,0,Afternoon,1,2025-11-18T12:45:21.000Z,2025-11-18,1763469921,Adulte,0,26,26,73.96,1,0,606845.0,7.023668981481482,520.404,-85.787964735,0,0
M00392,P02596,U00562,TX0010021,1139.16,20250422101616,Bordeaux,CARD,Electronics,46,50596.71,Bordeaux,Standard,"[""Electronics""]",20230331,Elite Smartphone 2596,Electronics,1048.26,2.4,416,M00392,TechStore 392,Electronics,Occitanie,0.0913,10,mardi,avril,0,Morning,1,2025-04-22T10:16:16.000Z,2025-04-22,1745316976,Age Moyen,0,1,4,1139.16,1,0,,,,,0,0
M00413,P01373,U00562,TX0048419,3036.75,20250701180620,Bordeaux,CRYPTO,Automotive,46,50596.71,Bordeaux,Standard,"[""Electronics""]",20230331,Premium Oil Filter 1373,Automotive,1473.28,4.3,522,M00413,AutoCenter 413,Automotive,Occitanie,0.0275,18,mardi,juillet,0,Evening,0,2025-07-01T18:06:20.000Z,2025-07-01,1751393180,Age Moyen,0,2,4,3036.75,1,0,6076204.0,70.32643518518519,1139.16,166.578004846,1,0
M00225,P00267,U00562,TX0042464,610.54,20250703190458,Bordeaux,PAYPAL,Electronics,46,50596.71,Bordeaux,Standard,"[""Electronics""]",20230331,Pro Camera 267,Electronics,582.49,4.4,1048,M00225,TechStore 225,Electronics,Grand Est,0.0755,19,jeudi,juillet,0,Evening,0,2025-07-03T19:04:58.000Z,2025-07-03,1751569498,Age Moyen,0,3,4,3647.29,2,0,176318.0,2.0407175925925927,2087.955,-70.758948349,0,0
M00345,P01468,U00562,TX0126219,1247.43,20250704203018,Bordeaux,CARD,Electronics,46,50596.71,Bordeaux,Standard,"[""Electronics""]",20230331,Standard Tablet 1468,Electronics,1309.62,3.0,955,M00345,GadgetShop 345,Electronics,Normandie,0.0358,20,vendredi,juillet,0,Evening,0,2025-07-04T20:30:18.000Z,2025-07-04,1751661018,Age Moyen,0,4,4,4894.72,3,0,91520.0,1.0592592592592591,1595.483333,-21.814915004,0,0
M00281,P03962,U00564,TX0049676,82.74,20251213132027,Reims,CARD,Beauty,30,42024.4,Rennes,Standard,"[""Automotive"",""Sports"",""Food"",""Health""]",20231016,Elite Nail Kit 3962,Beauty,77.8,2.6,434,M00281,BeautyCorner 281,Beauty,Nouvelle-Aquitaine,0.0208,13,samedi,décembre,1,Afternoon,1,2025-12-13T13:20:27.000Z,2025-12-13,1765632027,Adulte,0,1,3,82.74,1,0,,,,,0,0
M00234,P03782,U00564,TX0037851,6.95,20251220190935,Rennes,BANK_TRANSFER,Food,30,42024.4,Rennes,Standard,"[""Automotive"",""Sports"",""Food"",""Health""]",20231016,Elite Cheese Platter 3782,Food,3.5,3.6,192,M00234,FoodMart 234,Food,Normandie,0.0965,19,samedi,décembre,1,Evening,0,2025-12-20T19:09:35.000Z,2025-12-20,1766257775,Adulte,0,2,3,6.95,1,0,625748.0,7.242453703703704,82.74,-91.600193377,0,0
M00256,P05857,U00564,TX0046562,120.49,20251227102107,Rennes,CARD,Health,30,42024.4,Rennes,Standard,"[""Automotive"",""Sports"",""Food"",""Health""]",20231016,Elite Thermometer 5857,Health,56.55,3.0,923,M00256,VitalShop 256,Health,Auvergne-Rhône-Alpes,0.0211,10,samedi,décembre,1,Morning,1,2025-12-27T10:21:07.000Z,2025-12-27,1766830867,Adulte,0,3,3,127.44,2,0,573092.0,6.633009259259259,44.845,168.681012376,0,0
M00006,P00583,U00566,TX0026235,994.43,20241216193639,Paris,CASH,Home & Garden,54,15980.07,Paris,Budget,"[""Home & Garden""]",20230801,Pro Plant Pot 583,Home & Garden,546.63,1.8,297,M00006,HomeStyle 6,Home & Garden,Grand Est,0.0751,19,lundi,décembre,0,Evening,0,2024-12-16T19:36:39.000Z,2024-12-16,1734377799,Age Moyen,0,1,7,994.43,1,0,,,,,0,0
M00395,P05316,U00566,TX0037213,251.96,20250426221423,Montpellier,BANK_TRANSFER,Home & Garden,54,15980.07,Paris,Budget,"[""Home & Garden""]",20230801,Classic Cookware Set 5316,Home & Garden,264.55,3.3,1121,M00395,HomeCenter 395,Home & Garden,Auvergne-Rhône-Alpes,0.0158,22,samedi,avril,1,Night,0,2025-04-26T22:14:23.000Z,2025-04-26,1745705663,Age Moyen,0,2,7,251.96,1,0,11327864.0,131.10953703703703,994.43,-74.662872198,1,0
M00492,P04143,U00566,TX0021815,156.77,20250510125036,Paris,BANK_TRANSFER,Beauty,54,15980.07,Paris,Budget,"[""Home & Garden""]",20230801,Pro Perfume 4143,Beauty,156.11,3.3,872,M00492,CosmeticHub 492,Beauty,Hauts-de-France,0.0761,12,samedi,mai,1,Afternoon,1,2025-05-10T12:50:36.000Z,2025-05-10,1746881436,Age Moyen,0,3,7,156.77,1,0,1175773.0,13.608483796296296,623.195,-74.844149905,0,0
M00102,P02151,U00566,TX0013831,265.47,20250515112212,Paris,CARD,Home & Garden,54,15980.07,Paris,Budget,"[""Home & Garden""]",20230801,Premium Rug 2151,Home & Garden,249.14,2.3,1016,M00102,HomeStyle 102,Home & Garden,Ile-de-France,0.079,11,jeudi,mai,0,Morning,1,2025-05-15T11:22:12.000Z,2025-05-15,1747308132,Age Moyen,0,4,7,422.24,2,0,426696.0,4.938611111111111,467.72,-43.241683058,0,0
M00473,P01620,U00566,TX0007956,127.46,20251002081439,Bordeaux,BANK_TRANSFER,Home & Garden,54,15980.07,Paris,Budget,"[""Home & Garden""]",20230801,Pro Garden Chair 1620,Home & Garden,122.13,2.0,402,M00473,DecorShop 473,Home & Garden,Hauts-de-France,0.0951,8,jeudi,octobre,0,Morning,0,2025-10-02T08:14:39.000Z,2025-10-02,1759392879,Age Moyen,0,5,7,127.46,1,0,12084747.0,139.86975694444445,417.1575,-69.445593091,0,0
M00428,P01946,U00566,TX0107336,571.44,20251010095549,Paris,BANK_TRANSFER,Home & Garden,54,15980.07,Paris,Budget,"[""Home & Garden""]",20230801,Standard Lamp 1946,Home & Garden,522.72,3.1,943,M00428,HomeCenter 428,Home & Garden,Nouvelle-Aquitaine,0.0486,9,vendredi,octobre,0,Morning,1,2025-10-10T09:55:49.000Z,2025-10-10,1760090149,Age Moyen,0,6,7,571.44,1,0,697270.0,8.07025462962963,359.218,59.078888029,0,0
M00069,P02094,U00566,TX0097988,307.16,20251018161544,Paris,BANK_TRANSFER,Home & Garden,54,15980.07,Paris,Budget,"[""Home & Garden""]",20230801,Standard Plant Pot 2094,Home & Garden,275.71,3.7,182,M00069,DecorShop 69,Home & Garden,Pays de la Loire,0.0598,16,samedi,octobre,1,Afternoon,1,2025-10-18T16:15:44.000Z,2025-10-18,1760804144,Age Moyen,0,7,7,307.16,1,0,713995.0,8.263831018518518,394.588333,-22.156846944,0,0
M00062,P02471,U00588,TX0045267,137.42,20240515095304,Reims,CASH,Beauty,50,29009.66,Reims,Budget,"[""Beauty""]",20250108,Premium Face Cream 2471,Beauty,141.8,1.4,163,M00062,GlowShop 62,Beauty,Hauts-de-France,0.075,9,mercredi,mai,0,Morning,1,2024-05-15T09:53:04.000Z,2024-05-15,1715766784,Age Moyen,0,1,1,137.42,1,0,,,,,0,0
M00017,P02817,U00595,TX0112647,101.64,20240220224032,Bordeaux,CARD,Beauty,49,45114.9,Bordeaux,Standard,"[""Beauty"",""Automotive""]",20240402,Standard Serum 2817,Beauty,106.58,3.0,14,M00017,BeautyCorner 17,Beauty,Occitanie,0.0365,22,mardi,février,0,Night,0,2024-02-20T22:40:32.000Z,2024-02-20,1708468832,Age Moyen,0,1,22,101.64,1,0,,,,,1,0
M00114,P00084,U00595,TX0050541,351.56,20240226183601,Bordeaux,CASH,Automotive,49,45114.9,Bordeaux,Standard,"[""Beauty"",""Automotive""]",20240402,Elite Car Battery 84,Automotive,366.59,2.3,663,M00114,AutoCenter 114,Automotive,Pays de la Loire,0.0133,18,lundi,février,0,Evening,0,2024-02-26T18:36:01.000Z,2024-02-26,1708972561,Age Moyen,0,2,22,453.2,2,0,503729.0,5.830196759259259,101.64,245.887445887,0,0
M00027,P04159,U00595,TX0027740,57.82,20240227192503,Bordeaux,CASH,Beauty,49,45114.9,Bordeaux,Standard,"[""Beauty"",""Automotive""]",20240402,Elite Shampoo 4159,Beauty,54.55,4.1,917,M00027,GlowShop 27,Beauty,Ile-de-France,0.0382,19,mardi,février,0,Evening,0,2024-02-27T19:25:03.000Z,2024-02-27,1709061903,Age Moyen,0,3,22,511.02,3,0,89342.0,1.0340509259259258,226.6,-74.483671668,0,0
